gameDate,gameNum,team,quarter,time,down,dist,fieldSide,yardLine,yardsGained,outCome
9/10/2023,1,Panthers,4,13:09,3rd,1,OWN,34,2,"(13:09) (NO HUDDLE, SHOTGUN) 6-M.SERS RIGHT GUARD TO CAR 36 FOR 2 YARDS (90-D.ONYEMATA, 44-T.ERSEN)."
9/10/2023,1,Panthers,4,11:42,3rd,10,OWN,36,-7,(11:42) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 29 FOR -7 YARDS (SACK SPLIT BY 44-T.ERSEN  97-G.JARRETT).
9/10/2023,1,Panthers,4,11:42,3rd,5,OWN,41,0,"(11:42) (SHOTGUN) PENALTY ON CAR-79-I.EKWONU, FALSE START, 5 YARDS, ENFORCED AT CAR 41 - NO PLAY."
9/10/2023,1,Panthers,4,7:25,3rd,8,OWN,3,0,(7:25) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT TO 88-T.MARSHALL [93-C.CAMPBELL].
9/10/2023,1,Panthers,4,4:34,3rd,10,OWN,25,-12,(4:34) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 13 FOR -12 YARDS (0-L.CARTER).
9/10/2023,1,Panthers,4,1:23,3rd,5,OPP,38,9,(1:23) (SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE TO 19-A.THIELEN TO ATL 29 FOR 9 YARDS (27-R.GRANT).
9/10/2023,1,Panthers,4,0:28,3rd,15,OPP,34,0,"(:28) (NO HUDDLE, SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP RIGHT."
9/10/2023,1,Panthers,3,11:31,3rd,10,OPP,33,8,(11:31) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 15-J.MINGO TO ATL 25 FOR 8 YARDS (20-D.ALFORD).
9/10/2023,1,Panthers,3,6:48,3rd,6,OWN,40,0,"(6:48) (SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE INTENDED FOR 88-T.MARSHALL INTERCEPTED BY 3-J.BATES AT ATL 49. 3-J.BATES TO ATL 49 FOR NO GAIN (88-T.MARSHALL). PENALTY ON CAR-80-I.THOMAS, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT ATL 49."
9/10/2023,1,Panthers,3,2:58,3rd,9,OWN,47,0,"(2:58) (NO HUDDLE, SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT TO 88-T.MARSHALL. PENALTY ON ATL-33-T.FLOWERS, DEFENSIVE PASS INTERFERENCE, 9 YARDS, ENFORCED AT CAR 47 - NO PLAY."
9/10/2023,1,Panthers,2,14:46,3rd,10,OWN,25,7,(14:46) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 30-C.HUBBARD PUSHED OB AT CAR 32 FOR 7 YARDS (44-T.ERSEN).
9/10/2023,1,Panthers,2,11:04,3rd,2,OWN,33,11,"(11:04) (SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE TO 81-H.HURST TO CAR 44 FOR 11 YARDS (33-T.FLOWERS, 3-J.BATES)."
9/10/2023,1,Panthers,2,7:48,3rd,8,OPP,41,9,(7:48) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 15-J.MINGO PUSHED OB AT ATL 32 FOR 9 YARDS (33-T.FLOWERS).
9/10/2023,1,Panthers,2,1:39,3rd,10,OWN,17,0,(1:39) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP MIDDLE TO 15-J.MINGO.
9/10/2023,1,Panthers,1,8:58,3rd,11,OPP,34,14,(8:58) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 5-L.SHENAULT TO ATL 20 FOR 14 YARDS (27-R.GRANT; 33-T.FLOWERS).
9/10/2023,1,Panthers,1,6:56,3rd,1,OPP,11,0,(6:56) (SHOTGUN) 5-L.SHENAULT LEFT GUARD TO ATL 11 FOR NO GAIN (27-R.GRANT; 48-B.DUPREE).
9/18/2023,2,Panthers,4,11:26,3rd,1,OWN,29,5,(11:26) 6-M.SERS LEFT END PUSHED OB AT CAR 34 FOR 5 YARDS (56-D.DAVIS).
9/18/2023,2,Panthers,4,9:22,3rd,11,OWN,33,26,(9:22) (SHOTGUN) 9-B.YOUNG SCRAMBLES UP THE MIDDLE TO NO 41 FOR 26 YARDS (23-M.LATTIMORE).
9/18/2023,2,Panthers,4,6:20,3rd,3,OPP,13,-5,(6:20) (SHOTGUN) 9-B.YOUNG SACKED AT NO 18 FOR -5 YARDS (56-D.DAVIS).
9/18/2023,2,Panthers,4,2:42,3rd,4,OWN,31,7,(2:42) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 19-A.THIELEN TO CAR 38 FOR 7 YARDS (29-P.ADEBO).
9/18/2023,2,Panthers,4,2:00,3rd,2,OWN,46,0,(2:00) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP RIGHT TO 15-J.MINGO.
9/18/2023,2,Panthers,3,13:43,3rd,9,OWN,26,-11,"(13:43) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 15 FOR -11 YARDS (SACK SPLIT BY 94-C.JORDAN  90-B.BRESEE). FUMBLES (94-C.JORDAN) [90-B.BRESEE], RECOVERED BY NO-90-B.BRESEE AT CAR 14. PENALTY ON NO-29-P.ADEBO, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT CAR 26 - NO PLAY."
9/18/2023,2,Panthers,3,11:58,3rd,3,OWN,49,0,(11:58) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP RIGHT TO 15-J.MINGO.
9/18/2023,2,Panthers,3,9:40,3rd,9,OPP,40,9,"(9:40) (SHOTGUN) 9-B.YOUNG SCRAMBLES UP THE MIDDLE TO NO 31 FOR 9 YARDS (6-M.MAYE). NEW ORLEANS CHALLENGED THE FIRST DOWN RULING,  THE PLAY WAS REVERSED. (SHOTGUN) 9-B.YOUNG SCRAMBLES UP THE MIDDLE TO NO 32 FOR 8 YARDS (6-M.MAYE)."
9/18/2023,2,Panthers,3,2:15,3rd,16,OWN,19,9,(2:15) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 30-C.HUBBARD TO CAR 28 FOR 9 YARDS (32-T.MATHIEU) [90-B.BRESEE].
9/18/2023,2,Panthers,2,14:33,3rd,6,OWN,29,0,(14:33) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT TO 19-A.THIELEN (1-A.TAYLOR).
9/18/2023,2,Panthers,2,8:37,3rd,13,OWN,22,0,"(8:37) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP RIGHT. PENALTY ON CAR-79-I.EKWONU, INELIGIBLE DOWNFIELD PASS, DECLINED."
9/18/2023,2,Panthers,2,4:18,3rd,3,OWN,32,0,(4:18) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT TO 15-J.MINGO (23-M.LATTIMORE).
9/18/2023,2,Panthers,2,1:52,3rd,6,OPP,18,-5,"(1:52) (SHOTGUN) 9-B.YOUNG SACKED AT NO 23 FOR -5 YARDS (96-C.GRERSON). FUMBLES (96-C.GRERSON) [96-C.GRERSON], TOUCHED AT NO 21, RECOVERED BY NO-29-P.ADEBO AT NO 41."
9/18/2023,2,Panthers,1,9:52,3rd,3,OPP,45,6,(9:52) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 19-A.THIELEN TO NO 39 FOR 6 YARDS (99-K.SAUNDERS).
9/18/2023,2,Panthers,1,7:52,3rd,15,OPP,44,10,(7:52) (SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE TO 19-A.THIELEN TO NO 34 FOR 10 YARDS (6-M.MAYE).
9/24/2023,3,Panthers,4,11:28,3rd,10,OWN,25,12,(11:28) (SHOTGUN) 14-A.DALTON PASS SHORT RIGHT TO 19-A.THIELEN TO CAR 37 FOR 12 YARDS (54-B.WAGNER).
9/24/2023,3,Panthers,4,9:42,3rd,2,OWN,45,10,(9:42) (SHOTGUN) 14-A.DALTON SCRAMBLES RIGHT GUARD TO SEA 45 FOR 10 YARDS (21-D.WITHERSPOON).
9/24/2023,3,Panthers,4,8:16,3rd,9,OPP,44,0,"(8:16) (SHOTGUN) PENALTY ON CAR-62-C.ZAVALA, FALSE START, 5 YARDS, ENFORCED AT SEA 44 - NO PLAY."
9/24/2023,3,Panthers,4,8:16,3rd,4,OPP,39,0,"(8:16) (SHOTGUN) PENALTY ON CAR-72-T.MOTON, FALSE START, 5 YARDS, ENFORCED AT SEA 39 - NO PLAY."
9/24/2023,3,Panthers,4,8:16,3rd,14,OPP,49,0,(8:16) (SHOTGUN) 14-A.DALTON PASS INCOMPLETE SHORT LEFT TO 19-A.THIELEN.
9/24/2023,3,Panthers,4,5:42,3rd,10,OWN,32,8,(5:42) (SHOTGUN) 14-A.DALTON PASS SHORT RIGHT TO 80-I.THOMAS TO CAR 40 FOR 8 YARDS (21-D.WITHERSPOON).
9/24/2023,3,Panthers,4,4:09,3rd,4,OWN,31,7,(4:09) (SHOTGUN) 14-A.DALTON PASS SHORT RIGHT TO 19-A.THIELEN TO CAR 38 FOR 7 YARDS (32-JE.REED).
9/24/2023,3,Panthers,4,2:15,3rd,4,OPP,44,4,"(2:15) (SHOTGUN) 14-A.DALTON PASS SHORT LEFT TO 88-T.MARSHALL TO SEA 40 FOR 4 YARDS (23-A.BURNS, 90-JA.REED)."
9/24/2023,3,Panthers,3,14:08,3rd,9,OWN,32,0,(14:08) (SHOTGUN) 14-A.DALTON PASS INCOMPLETE SHORT RIGHT TO 88-T.MARSHALL.
9/24/2023,3,Panthers,3,8:18,3rd,11,OPP,37,0,(8:18) (SHOTGUN) 14-A.DALTON PASS INCOMPLETE SHORT RIGHT TO 6-M.SERS.
9/24/2023,3,Panthers,3,2:48,3rd,8,OWN,27,0,"(2:48) (SHOTGUN) 14-A.DALTON PASS INCOMPLETE SHORT RIGHT TO 17-D.CHARK [90-JA.REED]. PENALTY ON SEA-21-D.WITHERSPOON, DEFENSIVE PASS INTERFERENCE, 12 YARDS, ENFORCED AT CAR 27 - NO PLAY."
9/24/2023,3,Panthers,3,1:58,3rd,3,OWN,46,23,"(1:58) (NO HUDDLE, SHOTGUN) 14-A.DALTON PASS DEEP LEFT TO 19-A.THIELEN TO SEA 31 FOR 23 YARDS (23-A.BURNS)."
9/24/2023,3,Panthers,3,0:05,3rd,5,OPP,26,25,"(:05) (NO HUDDLE, SHOTGUN) 14-A.DALTON PASS SHORT RIGHT TO 19-A.THIELEN TO SEA 1 FOR 25 YARDS (6-Q.DIGGS)."
9/24/2023,3,Panthers,2,11:00,3rd,6,OWN,29,0,(11:00) (SHOTGUN) 14-A.DALTON PASS INCOMPLETE DEEP RIGHT TO 15-J.MINGO (90-JA.REED).
9/24/2023,3,Panthers,2,7:57,3rd,2,OWN,33,5,(7:57) (SHOTGUN) 14-A.DALTON PASS SHORT LEFT TO 19-A.THIELEN TO CAR 38 FOR 5 YARDS (20-J.LOVE) [93-CA.YOUNG].
9/24/2023,3,Panthers,2,5:25,3rd,5,OPP,42,0,"(5:25) (NO HUDDLE, SHOTGUN) PENALTY ON CAR-79-I.EKWONU, FALSE START, 5 YARDS, ENFORCED AT SEA 42 - NO PLAY."
9/24/2023,3,Panthers,2,5:03,3rd,10,OPP,47,47,"(5:03) (SHOTGUN) 14-A.DALTON PASS DEEP LEFT TO 17-D.CHARK FOR 47 YARDS, TOUCHDOWN."
9/24/2023,3,Panthers,2,2:49,3rd,8,OPP,26,0,(2:49) (SHOTGUN) 14-A.DALTON PASS INCOMPLETE DEEP RIGHT TO 19-A.THIELEN (23-A.BURNS) [90-JA.REED].
9/24/2023,3,Panthers,2,0:18,3rd,9,OPP,48,0,(:18) (SHOTGUN) 14-A.DALTON PASS INCOMPLETE SHORT LEFT TO 19-A.THIELEN [10-U.NWOSU].
9/24/2023,3,Panthers,1,12:44,3rd,6,OWN,25,23,"(12:44) (SHOTGUN) 14-A.DALTON PASS DEEP LEFT TO 19-A.THIELEN RAN OB AT CAR 48 FOR 23 YARDS. PENALTY ON SEA-20-J.LOVE, ROUGHING THE PASSER, 15 YARDS, ENFORCED AT CAR 48."
9/24/2023,3,Panthers,1,11:07,3rd,4,OPP,31,6,(11:07) (SHOTGUN) 14-A.DALTON PASS SHORT RIGHT TO 6-M.SERS TO SEA 25 FOR 6 YARDS (56-J.BROOKS).
9/24/2023,3,Panthers,1,8:47,3rd,16,OPP,31,14,"(8:47) (SHOTGUN) 14-A.DALTON PASS SHORT RIGHT TO 6-M.SERS TO SEA 17 FOR 14 YARDS (6-Q.DIGGS, 21-D.WITHERSPOON). PENALTY ON CAR-82-T.TREMBLE, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT SEA 25."
9/24/2023,3,Panthers,1,8:27,3rd,20,OPP,35,6,(8:27) (SHOTGUN) 14-A.DALTON PASS SHORT LEFT TO 19-A.THIELEN TO SEA 29 FOR 6 YARDS (10-U.NWOSU).
9/24/2023,3,Panthers,1,2:07,3rd,10,OWN,40,-8,(2:07) (SHOTGUN) 14-A.DALTON SACKED AT CAR 32 FOR -8 YARDS (90-JA.REED).
10/1/2023,4,Panthers,4,12:56,3rd,4,OWN,44,8,(12:56) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 6-M.SERS PUSHED OB AT MIN 48 FOR 8 YARDS (24-C.BYNUM).
10/1/2023,4,Panthers,4,11:32,3rd,3,OPP,41,4,"(11:32) (NO HUDDLE, SHOTGUN) 30-C.HUBBARD UP THE MIDDLE TO MIN 37 FOR 4 YARDS (58-J.HICKS, 0-M.DAVENPORT)."
10/1/2023,4,Panthers,4,9:34,3rd,8,OPP,35,-9,(9:34) (SHOTGUN) 9-B.YOUNG SACKED AT MIN 44 FOR -9 YARDS (0-M.DAVENPORT).
10/1/2023,4,Panthers,4,6:13,3rd,4,OWN,32,4,(6:13) (SHOTGUN) 9-B.YOUNG SCRAMBLES LEFT END TO CAR 36 FOR 4 YARDS (58-J.HICKS).
10/1/2023,4,Panthers,4,2:29,3rd,2,OPP,14,1,(2:29) (SHOTGUN) 30-C.HUBBARD LEFT GUARD TO MIN 13 FOR 1 YARD (44-J.METELLUS; 91-P.JONES).
10/1/2023,4,Panthers,4,1:10,3rd,18,OPP,18,0,(1:10) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP LEFT [98-D.WONNUM].
10/1/2023,4,Panthers,3,13:39,3rd,8,OWN,27,6,(13:39) (SHOTGUN) 9-B.YOUNG SCRAMBLES LEFT END TO CAR 33 FOR 6 YARDS (98-D.WONNUM).
10/1/2023,4,Panthers,3,6:46,3rd,11,OWN,49,13,(6:46) (SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE TO 19-A.THIELEN TO MIN 38 FOR 13 YARDS (7-B.MURPHY). MIN-44-J.METELLUS WAS INJURED DURING THE PLAY.
10/1/2023,4,Panthers,3,2:30,3rd,8,OWN,27,-11,(2:30) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 16 FOR -11 YARDS (98-D.WONNUM).
10/1/2023,4,Panthers,2,15:00,3rd,8,OPP,8,0,(15:00) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT TO 88-T.MARSHALL (98-D.WONNUM).
10/1/2023,4,Panthers,2,8:55,3rd,4,OWN,36,7,"(8:55) (SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE TO 81-H.HURST TO CAR 43 FOR 7 YARDS (24-C.BYNUM, 44-J.METELLUS)."
10/1/2023,4,Panthers,2,7:32,3rd,7,OWN,46,0,(7:32) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 88-T.MARSHALL TO CAR 46 FOR NO GAIN (98-D.WONNUM).
10/1/2023,4,Panthers,2,3:26,3rd,6,OWN,35,23,"(3:26) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 88-T.MARSHALL TO MIN 42 FOR 23 YARDS (98-D.WONNUM). PENALTY ON CAR-56-B.BOZEMAN, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CAR 35 - NO PLAY."
10/1/2023,4,Panthers,2,2:49,3rd,16,OWN,25,0,"(2:49) (SHOTGUN) PENALTY ON CAR, DELAY OF GAME, 5 YARDS, ENFORCED AT CAR 25 - NO PLAY."
10/1/2023,4,Panthers,2,2:28,3rd,21,OWN,20,10,(2:28) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 17-D.CHARK TO CAR 30 FOR 10 YARDS (24-C.BYNUM).
10/1/2023,4,Panthers,2,0:02,3rd,7,OPP,38,0,"(:02) 4-E.PINEIRO 56 YARD FIELD GOAL IS GOOD, CENTER-44-J.JANSEN, HOLDER-10-J.HEKKER."
10/1/2023,4,Panthers,1,5:58,3rd,2,OPP,48,1,"(5:58) (NO HUDDLE, SHOTGUN) 6-M.SERS LEFT GUARD TO MIN 47 FOR 1 YARD (98-D.WONNUM)."
10/1/2023,4,Panthers,1,1:36,3rd,6,OPP,6,0,"(1:36) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT MIDDLE TO 17-D.CHARK (44-J.METELLUS). PENALTY ON MIN-7-B.MURPHY, DEFENSIVE HOLDING, 3 YARDS, ENFORCED AT MIN 6 - NO PLAY."
10/1/2023,4,Panthers,1,0:15,3rd,3,OPP,3,0,"(:15) (SHOTGUN) PENALTY ON CAR-88-T.MARSHALL, FALSE START, 5 YARDS, ENFORCED AT MIN 3 - NO PLAY."
10/8/2023,5,Panthers,4,2:26,3rd,5,OPP,9,0,"(2:26) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT. PENALTY ON DET-34-A.ANZALONE, ROUGHING THE PASSER, 5 YARDS, ENFORCED AT DET 9 - NO PLAY. BALL THROWN AWAY"
10/8/2023,5,Panthers,4,2:12,3rd,4,OPP,4,0,"(2:12) (SHOTGUN) PENALTY ON CAR, DELAY OF GAME, 5 YARDS, ENFORCED AT DET 4 - NO PLAY."
10/8/2023,5,Panthers,4,2:12,3rd,9,OPP,9,8,"(2:12) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 19-A.THIELEN TO DET 1 FOR 8 YARDS (23-J.JACOBS, 25-W.HARRIS)."
10/8/2023,5,Panthers,3,6:43,3rd,12,OWN,31,-4,"(6:43) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 27 FOR -4 YARDS (97-A.HUTCHINSON). PENALTY ON CAR-79-I.EKWONU, OFFENSIVE HOLDING, DECLINED."
10/8/2023,5,Panthers,3,4:41,3rd,19,OWN,7,0,(4:41) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT TO 6-M.SERS.
10/8/2023,5,Panthers,2,15:00,3rd,1,OPP,20,1,(15:00) 14-A.DALTON UP THE MIDDLE TO DET 19 FOR 1 YARD (79-J.COMINSKY; 94-B.JONES).
10/8/2023,5,Panthers,2,12:52,3rd,1,OPP,1,1,"(12:52) (SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE TO 82-T.TREMBLE FOR 1 YARD, TOUCHDOWN."
10/8/2023,5,Panthers,2,0:32,3rd,6,OPP,20,0,"(:32) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP LEFT TO 82-T.TREMBLE (34-A.ANZALONE). PENALTY ON DET-23-J.JACOBS, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT DET 20 - NO PLAY."
10/8/2023,5,Panthers,2,0:17,3rd,10,OPP,15,0,(:17) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT TO 17-D.CHARK [34-A.ANZALONE].
10/8/2023,5,Panthers,1,13:10,3rd,12,OWN,37,18,"(13:10) (SHOTGUN) 9-B.YOUNG PASS DEEP RIGHT TO 17-D.CHARK TO DET 45 FOR 18 YARDS (34-A.ANZALONE). DETROIT CHALLENGED THE PASS COMPLETION RULING,  THE PLAY WAS UPHELD. THE RULING ON THE FIELD STS. (TIMEOUT #1.)"
10/8/2023,5,Panthers,1,11:16,3rd,4,OPP,39,0,(11:16) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT [25-W.HARRIS]. BALL THROWN AWAY
